YCW,Chilliwack,Chilliwack,Canada,436
YCY,Clyde River,Clyde River,Canada,3365
YZS,Fairmont Hot Springs,Coral Harbour,Canada,2191
YDA,Dawson City,Dawson,Canada,2413
YDB,Burwash,Burwash,Canada,5717
YDC,Princeton,Princeton,Canada,2667
YDF,Deer Lake,Deer Lake,Canada,6391
YDL,Dease Lake,Dease Lake,Canada,858
YDN,Dauphin Barker,Dauphin,Canada,5700
YDQ,Dawson Creek,Dawson Creek,Canada,4628
YEG,Edmonton Intl,Edmonton,Canada,466
YEK,Arviat,Eskimo Point,Canada,1385
YEN,Estevan,Estevan,Canada,4801
YET,Edson,Edson,Canada,7164
YEU,Eureka,Eureka,Canada,285
YEV,Inuvik Mike Zubko,Inuvik,Canada,2491
YFB,Iqaluit,Iqaluit,Canada,1733
YFC,Fredericton,Fredericton,Canada,7276
YFO,Flin Flon,Flin Flon,Canada,1733
YFR,Fort Resolution,Fort Resolution,Canada,9329
YFS,Fort Simpson,Fort Simpson,Canada,4417
YGK,Kingston,Kingston,Canada,32
YGL,La Grande Riviere,La Grande Riviere,Canada,4707
YGP,Gaspe,Gaspe,Canada,1445
YGQ,Geraldton Greenstone Regional,Geraldton,Canada,1795
YGR,Iles De La Madeleine,Iles De La Madeleine,Canada,6318
YHB,Hudson Bay,Hudson Bay,Canada,4699
YHD,Dryden Rgnl,Dryden,Canada,325
YHI,Ulukhaktok Holman,Holman Island,Canada,4400
YHK,Gjoa Haven,Gjoa Haven,Canada,6565
YHM,Hamilton,Hamilton,Canada,8444
YHU,St Hubert,Montreal,Canada,7897
YHY,Hay River,Hay River,Canada,2974
YHZ,Halifax Intl,Halifax,Canada,2323
YIB,Atikokan Muni,Atikokan,Canada,5445
YIO,Pond Inlet,Pond Inlet,Canada,9546
YJN,St Jean,St. Jean,Canada,1302
YJT,Stephenville,Stephenville,Canada,4941
YKA,Kamloops,Kamloops,Canada,8717
YKF,Waterloo,Waterloo,Canada,2923
YKL,Schefferville,Schefferville,Canada,2898
YKY,Kindersley,Kindersley,Canada,95
YKZ,Buttonville Muni,Toronto,Canada,182
YLD,Chapleau,Chapleau,Canada,9772
YLJ,Meadow Lake,Meadow Lake,Canada,1569
YLL,Lloydminster,Lloydminster,Canada,9137
YLT,Alert,Alert,Canada,7005
YLW,Kelowna,Kelowna,Canada,3385
YMA,Mayo,Mayo,Canada,2363
YMJ,Moose Jaw Air Vice Marshal C M Mcewen,Moose Jaw,Canada,2079
YMM,Fort Mcmurray,Fort Mcmurray,Canada,1824
YMO,Moosonee,Moosonee,Canada,4295
YMW,Maniwaki,Maniwaki,Canada,6444
YMX,Montreal Intl Mirabel,Montreal,Canada,8467
YNA,Natashquan,Natashquan,Canada,2951
YND,Gatineau,Gatineau,Canada,2231
YNM,Matagami,Matagami,Canada,327
YOC,Old Crow,Old Crow,Canada,2443
YOD,Cold Lake,Cold Lake,Canada,357
YOJ,High Level,High Level,Canada,5631
YOW,Ottawa Macdonald Cartier Intl,Ottawa,Canada,94
YPA,Prince Albert Glass Field,Prince Albert,Canada,7756
YPE,Peace River,Peace River,Canada,7211
YPG,Southport,Portage-la-prairie,Canada,997
YPL,Pickle Lake,Pickle Lake,Canada,1221
YPN,Port Menier,Port Menier,Canada,8581
YPQ,Peterborough,Peterborough,Canada,3706
YPR,Prince Rupert,Prince Pupert,Canada,8939
YPY,Fort Chipewyan,Fort Chipewyan,Canada,5487
YQA,Muskoka,Muskoka,Canada,5741
YQB,Quebec Jean Lesage Intl,Quebec,Canada,5605
YQF,Red Deer Regional,Red Deer Industrial,Canada,9022
YQG,Windsor,Windsor,Canada,7867
YQH,Watson Lake,Watson Lake,Canada,2618
YQK,Kenora,Kenora,Canada,2138
YQL,Lethbridge,Lethbridge,Canada,3639
YQM,Greater Moncton Intl,Moncton,Canada,2516
YQQ,Comox,Comox,Canada,378
YQR,Regina Intl,Regina,Canada,7630
YQT,Thunder Bay,Thunder Bay,Canada,7558
YQU,Grande Prairie,Grande Prairie,Canada,464
YQV,Yorkton Muni,Yorkton,Canada,9840
YQW,North Battleford,North Battleford,Canada,9156
YQX,Gander Intl,Gander,Canada,8702
YQY,Sydney,Sydney,Canada,5519
YQZ,Quesnel,Quesnel,Canada,7416
YRB,Resolute Bay,Resolute,Canada,3104
YRI,Riviere Du Loup,Riviere Du Loup,Canada,6914
YRJ,Roberval,Roberval,Canada,3841
YRM,Rocky Mountain House,Rocky Mountain House,Canada,7680
YRT,Rankin Inlet,Rankin Inlet,Canada,6233
YSB,Sudbury,Sudbury,Canada,4437
YSC,Sherbrooke,Sherbrooke,Canada,9486
YSJ,Saint John,St. John,Canada,6927
YSM,Fort Smith,Fort Smith,Canada,9111
YSR,Nanisivik,Nanisivik,Canada,6493
YSU,Summerside,Summerside,Canada,2989
YSY,Sachs Harbour,Sachs Harbour,Canada,752
YTE,Cape Dorset,Cape Dorset,Canada,4673
YTH,Thompson,Thompson,Canada,8259
YTR,Trenton,Trenton,Canada,4102
YTS,Timmins,Timmins,Canada,7039
YTZ,City Centre,Toronto,Canada,238
YUB,Tuktoyaktuk,Tuktoyaktuk,Canada,9496
YUL,Pierre Elliott Trudeau Intl,Montreal,Canada,1840
YUT,Repulse Bay,Repulse Bay,Canada,3263
YUX,Hall Beach,Hall Beach,Canada,8989
YUY,Rouyn Noranda,Rouyn,Canada,7471
YVC,La Ronge,La Ronge,Canada,5076
YVG,Vermilion,Vermillion,Canada,4291
YVM,Qikiqtarjuaq,Broughton Island,Canada,9049
YVO,Val D Or,Val D'or,Canada,9147
YVP,Kuujjuaq,Quujjuaq,Canada,4839
YVQ,Norman Wells,Norman Wells,Canada,7415
YVR,Vancouver Intl,Vancouver,Canada,9577
YVT,Buffalo Narrows,Buffalo Narrows,Canada,761
YVV,Wiarton,Wiarton,Canada,9318
YWA,Petawawa,Petawawa,Canada,8714
YWG,Winnipeg Intl,Winnipeg,Canada,891
YWK,Wabush,Wabush,Canada,390
YWL,Williams Lake,Williams Lake,Canada,4334
YWY,Wrigley,Wrigley,Canada,1918
YXC,Canadian Rockies Intl,Cranbrook,Canada,4752
YXD,Edmonton City Centre,Edmonton,Canada,8872
YXE,Saskatoon J G Diefenbaker Intl,Saskatoon,Canada,6447
YXH,Medicine Hat,Medicine Hat,Canada,2373
YXJ,Fort St John,Fort Saint John,Canada,1905
YXL,Sioux Lookout,Sioux Lookout,Canada,8349
YXP,Pangnirtung,Pangnirtung,Canada,1675
YXR,Timiskaming Rgnl,Earlton,Canada,7896
YXS,Prince George,Prince George,Canada,1601
YXT,Terrace,Terrace,Canada,9254
YXU,London,London,Canada,484
YXX,Abbotsford,Abbotsford,Canada,3587
YXY,Whitehorse Intl,Whitehorse,Canada,4553
YYB,North Bay,North Bay,Canada,1192
YYC,Calgary Intl,Calgary,Canada,2402
YYD,Smithers,Smithers,Canada,4690
YYE,Fort Nelson,Fort Nelson,Canada,6573
YYF,Penticton,Penticton,Canada,376
YYG,Charlottetown,Charlottetown,Canada,3795
YYH,Taloyoak,Spence Bay,Canada,5499
YYJ,Victoria Intl,Victoria,Canada,8558
YYL,Lynn Lake,Lynn Lake,Canada,5668
YYN,Swift Current,Swift Current,Canada,1503
YYQ,Churchill,Churchill,Canada,4
YYR,Goose Bay,Goose Bay,Canada,3145
YYT,St Johns Intl,St. John's,Canada,417
YYU,Kapuskasing,Kapuskasing,Canada,9884
YYW,Armstrong,Armstrong,Canada,127
YYY,Mont Joli,Mont Joli,Canada,8741
YYZ,Lester B Pearson Intl,Toronto,Canada,6759
YZD,Downsview,Toronto,Canada,1887
YZE,Gore Bay Manitoulin,Gore Bay,Canada,1767
YZF,Yellowknife,Yellowknife,Canada,667
YZH,Slave Lake,Slave Lake,Canada,2508
YZP,Sandspit,Sandspit,Canada,9602
YZR,Chris Hadfield,Sarnia,Canada,5382
YZT,Port Hardy,Port Hardy,Canada,466
YZU,Whitecourt,Whitecourt,Canada,1838
YZV,Sept Iles,Sept-iles,Canada,2588
YZW,Teslin,Teslin,Canada,9181
YZX,Greenwood,Greenwood,Canada,9409
ZFA,Faro,Faro,Canada,7777
ZFM,Fort Mcpherson,Fort Mcpherson,Canada,2823
BJA,Soummam,Bejaja,Algeria,8918
ALG,Houari Boumediene,Algier,Algeria,2075
DJG,Tiska,Djanet,Algeria,7553
QFD,Boufarik,Boufarik,Algeria,8108
VVZ,Illizi Takhamalt,Illizi,Algeria,5889
TMR,Tamanrasset,Tamanrasset,Algeria,3014
GJL,Jijel,Jijel,Algeria,9883
AAE,Annaba,Annaba,Algeria,4950
CZL,Mohamed Boudiaf Intl,Constantine,Algeria,3360
TEE,Cheikh Larbi Tebessi,Tebessa,Algeria,894
HRM,Hassi R Mel,Tilrempt,Algeria,6170
TID,Bou Chekif,Tiaret,Algeria,7716
TIN,Tindouf,Tindouf,Algeria,6875
QAS,Ech Cheliff,Ech-cheliff,Algeria,1288
TAF,Tafaraoui,Oran,Algeria,4884
TLM,Zenata,Tlemcen,Algeria,1966
ORN,Es Senia,Oran,Algeria,5191
MUW,Ghriss,Ghriss,Algeria,3940
AZR,Touat Cheikh Sidi Mohamed Belkebir,Adrar,Algeria,4778
BSK,Biskra,Biskra,Algeria,1480
ELG,El Golea,El Golea,Algeria,7281
GHA,Noumerat,Ghardaia,Algeria,9499
HME,Oued Irara,Hassi Messaoud,Algeria,8438
INZ,In Salah,In Salah,Algeria,3275
TGR,Sidi Mahdi,Touggourt,Algeria,9115
LOO,Laghouat,Laghouat,Algeria,2128
TMX,Timimoun,Timimoun,Algeria,2083
OGX,Ouargla,Ouargla,Algeria,1310
IAM,In Amenas,Zarzaitine,Algeria,1511
COO,Cadjehoun,Cotonou,Benin,7126
OUA,Ouagadougou,Ouagadougou,Burkina Faso,711
BOY,Bobo Dioulasso,Bobo-dioulasso,Burkina Faso,6578
ACC,Kotoka Intl,Accra,Ghana,6610
TML,Tamale,Tamale,Ghana,9348
NYI,Sunyani,Sunyani,Ghana,7358
TKD,Takoradi,Takoradi,Ghana,4602
ABJ,Abidjan Felix Houphouet Boigny Intl,Abidjan,Cote d'Ivoire,4838
BYK,Bouake,Bouake,Cote d'Ivoire,7797
DJO,Daloa,Daloa,Cote d'Ivoire,6492
HGO,Korhogo,Korhogo,Cote d'Ivoire,1087
MJC,Man,Man,Cote d'Ivoire,2776
SPY,San Pedro,San Pedro,Cote d'Ivoire,8294
ASK,Yamoussoukro,Yamoussoukro,Cote d'Ivoire,7210
ABV,Nnamdi Azikiwe Intl,Abuja,Nigeria,9249
AKR,Akure,Akure,Nigeria,4899
BNI,Benin,Benin,Nigeria,2909
CBQ,Calabar,Calabar,Nigeria,2687
ENU,Enugu,Enugu,Nigeria,9729
QUS,Gusau,Gusau,Nigeria,9080
IBA,Ibadan,Ibadan,Nigeria,3228
ILR,Ilorin,Ilorin,Nigeria,4292
JOS,Yakubu Gowon,Jos,Nigeria,6039
KAD,Kaduna,Kaduna,Nigeria,2584
KAN,Mallam Aminu Intl,Kano,Nigeria,5383
MIU,Maiduguri,Maiduguri,Nigeria,6612
MDI,Makurdi,Makurdi,Nigeria,8951
LOS,Murtala Muhammed,Lagos,Nigeria,9066
MXJ,Minna New,Minna,Nigeria,3835
PHC,Port Harcourt Intl,Port Hartcourt,Nigeria,8538
SKO,Sadiq Abubakar Iii Intl,Sokoto,Nigeria,5641
YOL,Yola,Yola,Nigeria,532
ZAR,Zaria,Zaria,Nigeria,7859
MFQ,Maradi,Maradi,Niger,5677
NIM,Diori Hamani,Niamey,Niger,4481
THZ,Tahoua,Tahoua,Niger,4457
AJY,Manu Dayak,Agadez,Niger,4494
ZND,Zinder,Zinder,Niger,5764
MIR,Habib Bourguiba Intl,Monastir,Tunisia,2596
TUN,Carthage,Tunis,Tunisia,8252
GAF,Gafsa,Gafsa,Tunisia,3347
GAE,Gabes,Gabes,Tunisia,9645
DJE,Zarzis,Djerba,Tunisia,7691
EBM,El Borma,El Borma,Tunisia,4578
SFA,Thyna,Sfax,Tunisia,7028
TOE,Nefta,Tozeur,Tunisia,7874
LRL,Niamtougou International,Niatougou,Togo,859
LFW,Gnassingbe Eyadema Intl,Lome,Togo,2864
ANR,Deurne,Antwerp,Belgium,5082
BRU,Brussels Natl,Brussels,Belgium,422
CRL,Brussels South,Charleroi,Belgium,4691
QKT,Wevelgem,Kortrijk-vevelgem,Belgium,4937
LGG,Liege,Liege,Belgium,1666
OST,Oostende,Ostend,Belgium,7944
BBJ,Bautzen,Bautzen,Germany,2092
AOC,Altenburg Nobitz,Altenburg,Germany,8559
4I7,Putnam County Airport,Greencastle,United States,2570
BBH,Barth,Barth,Germany,9122
SXF,Schonefeld,Berlin,Germany,8726
DRS,Dresden,Dresden,Germany,2588
ERF,Erfurt,Erfurt,Germany,495
FRA,Frankfurt Main,Frankfurt,Germany,219
FMO,Munster Osnabruck,Munster,Germany,9667
HAM,Hamburg,Hamburg,Germany,6814
THF,Tempelhof,Berlin,Germany,7663
CGN,Koln Bonn,Cologne,Germany,440
DUS,Dusseldorf,Duesseldorf,Germany,98
MUC,Franz Josef Strauss,Munich,Germany,1304
NUE,Nurnberg,Nuernberg,Germany,4603
LEJ,Leipzig Halle,Leipzig,Germany,4014
SCN,Saarbrucken,Saarbruecken,Germany,2857
STR,Stuttgart,Stuttgart,Germany,3068
TXL,Tegel,Berlin,Germany,7715
HAJ,Hannover,Hannover,Germany,92
BRE,Neuenland,Bremen,Germany,8390
HHN,Frankfurt Hahn,Hahn,Germany,8917
MHG,Mannheim City,Mannheim,Germany,5648
XFW,Hamburg Finkenwerder,Hamburg,Germany,8468
KEL,Kiel Holtenau,Kiel,Germany,5122
LBC,Lubeck Blankensee,Luebeck,Germany,2921
ZCA,Arnsberg Menden,Arnsberg,Germany,6000
ESS,Essen Mulheim,Essen,Germany,1989
MGL,Monchengladbach,Moenchengladbach,Germany,9245
PAD,Paderborn Lippstadt,Paderborn,Germany,9234
DTM,Dortmund,Dortmund,Germany,2872
AGB,Augsburg,Augsburg,Germany,808
OBF,Oberpfaffenhofen,Oberpfaffenhofen,Germany,2308
FDH,Friedrichshafen,Friedrichshafen,Germany,3626
SZW,Schwerin Parchim,Parchim,Germany,8561
ZSN,Stendal Borstel,Stendal,Germany,9109
BYU,Bayreuth,Bayreuth,Germany,1346
HOQ,Hof Plauen,Hof,Germany,799
ZNV,Koblenz Winningen,Koblenz,Germany,5820
ZQF,Trier Fohren,Trier,Germany,5192
ZQC,Speyer,Speyer,Germany,5490
ZQL,Donaueschingen Villingen,Donaueschingen,Germany,9339
BWE,Braunschweig Wolfsburg,Braunschweig,Germany,297
KSF,Kassel Calden,Kassel,Germany,7376
BRV,Bremerhaven,Bremerhaven,Germany,6955
EME,Emden,Emden,Germany,8345
WVN,Wilhelmshaven Mariensiel,Wilhelmshaven,Germany,4307
BMK,Borkum,Borkum,Germany,2247
NRD,Norderney,Norderney,Germany,2379
FLF,Flensburg Schaferhaus,Flensburg,Germany,7101
GWT,Westerland Sylt,Westerland,Germany,3758
KDL,Kardla,Kardla,Estonia,1492
URE,Kuressaare,Kuressaare,Estonia,695
EPU,Parnu,Parnu,Estonia,6053
TLL,Tallinn,Tallinn-ulemiste International,Estonia,1819
TAY,Tartu,Tartu,Estonia,2486
ENF,Enontekio,Enontekio,Finland,4755
KEV,Halli,Halli,Finland,2973
HEM,Helsinki Malmi,Helsinki,Finland,9357
HEL,Helsinki Vantaa,Helsinki,Finland,2274
HYV,Hyvinkaa,Hyvinkaa,Finland,1755
IVL,Ivalo,Ivalo,Finland,6099
JOE,Joensuu,Joensuu,Finland,6261
JYV,Jyvaskyla,Jyvaskyla,Finland,2075
KAU,Kauhava,Kauhava,Finland,7010
KEM,Kemi Tornio,Kemi,Finland,6494
KAJ,Kajaani,Kajaani,Finland,4409
KOK,Kruunupyy,Kruunupyy,Finland,9080
KAO,Kuusamo,Kuusamo,Finland,875
KTT,Kittila,Kittila,Finland,1776
KUO,Kuopio,Kuopio,Finland,8377
LPP,Lappeenranta,Lappeenranta,Finland,3175
MHQ,Mariehamn,Mariehamn,Finland,126
MIK,Mikkeli,Mikkeli,Finland,7227
OUL,Oulu,Oulu,Finland,431
POR,Pori,Pori,Finland,9633
RVN,Rovaniemi,Rovaniemi,Finland,9016
SVL,Savonlinna,Savonlinna,Finland,6697
SOT,Sodankyla,Sodankyla,Finland,3709
TMP,Tampere Pirkkala,Tampere,Finland,9859
TKU,Turku,Turku,Finland,7103
QVY,Utti,Utti,Finland,3673
VAA,Vaasa,Vaasa,Finland,5253
VRK,Varkaus,Varkaus,Finland,3959
BFS,Belfast Intl,Belfast,United Kingdom,4839
ENK,St Angelo,Enniskillen,United Kingdom,3169
BHD,Belfast City,Belfast,United Kingdom,3962
LDY,City of Derry,Londonderry,United Kingdom,1242
BHX,Birmingham,Birmingham,United Kingdom,5890
CVT,Coventry,Coventry,United Kingdom,4661
GLO,Gloucestershire,Golouchestershire,United Kingdom,9580
MAN,Manchester,Manchester,United Kingdom,7712
NQY,St Mawgan,Newquai,United Kingdom,6741
LYE,Lyneham,Lyneham,United Kingdom,9536
YEO,Yeovilton,Yeovilton,United Kingdom,7826
CWL,Cardiff,Cardiff,United Kingdom,2705
SWS,Swansea,Swansea,United Kingdom,5498
BRS,Bristol,Bristol,United Kingdom,8915
LPL,Liverpool,Liverpool,United Kingdom,1854
LTN,Luton,London,United Kingdom,8221
PLH,Plymouth,Plymouth,United Kingdom,146
BOH,Bournemouth,Bournemouth,United Kingdom,1116
SOU,Southampton,Southampton,United Kingdom,90
QLA,Lasham,Lasham,United Kingdom,7200
ACI,Alderney,Alderney,Guernsey,6658
GCI,Guernsey,Guernsey,Guernsey,1528
JER,Jersey,Jersey,Jersey,9944
ESH,Shoreham,Shoreham By Sea,United Kingdom,1067
BQH,Biggin Hill,Biggin Hill,United Kingdom,564
LGW,Gatwick,London,United Kingdom,53
LCY,City,London,United Kingdom,3815
FAB,Farnborough,Farnborough,United Kingdom,7702
BBS,Blackbushe,Blackbushe,United Kingdom,4631
LHR,Heathrow,London,United Kingdom,3411
SEN,Southend,Southend,United Kingdom,1876
LYX,Lydd,Lydd,United Kingdom,3657
MSE,Manston,Manston,United Kingdom,7532
CAX,Carlisle,Carlisle,United Kingdom,1576
BLK,Blackpool,Blackpool,United Kingdom,2073
HUY,Humberside,Humberside,United Kingdom,9924
BWF,Walney Island,Barrow Island,United Kingdom,571
LBA,Leeds Bradford,Leeds,United Kingdom,9995
CEG,Hawarden,Hawarden,United Kingdom,8452
IOM,Isle Of Man,Isle Of Man,Isle of Man,8788
NCL,Newcastle,Newcastle,United Kingdom,5137
MME,Durham Tees Valley Airport,Teesside,United Kingdom,5982
EMA,Nottingham East Midlands,East Midlands,United Kingdom,6164
KOI,Kirkwall,Kirkwall,United Kingdom,5121
LSI,Sumburgh,Sumburgh,United Kingdom,7882
WIC,Wick,Wick,United Kingdom,7567
ABZ,Dyce,Aberdeen,United Kingdom,2533
INV,Inverness,Inverness,United Kingdom,9180
GLA,Glasgow,Glasgow,United Kingdom,8111
EDI,Edinburgh,Edinburgh,United Kingdom,7505
ILY,Islay,Islay,United Kingdom,564
PIK,Prestwick,Prestwick,United Kingdom,2373
BEB,Benbecula,Benbecula,United Kingdom,645
SDZ,Scatsta,Scatsta,United Kingdom,5052
DND,Dundee,Dundee,United Kingdom,8372
SYY,Stornoway,Stornoway,United Kingdom,8625
TRE,Tiree,Tiree,United Kingdom,6305
ADX,Leuchars,Leuchars,United Kingdom,2156
LMO,Lossiemouth,Lossiemouth,United Kingdom,9496
CBG,Cambridge,Cambridge,United Kingdom,8870
NWI,Norwich,Norwich,United Kingdom,8651
STN,Stansted,London,United Kingdom,2805
EXT,Exeter,Exeter,United Kingdom,5088
FZO,Bristol Filton,Bristol,United Kingdom,3325
OXF,Kidlington,Oxford,United Kingdom,1594
MHZ,Mildenhall,Mildenhall,United Kingdom,1019
FFD,Fairford,Fairford,United Kingdom,1784
BZZ,Brize Norton,Brize Norton,United Kingdom,2873
ODH,Odiham,Odiham,United Kingdom,2217
NHT,Northolt,Northolt,United Kingdom,5708
QCY,Coningsby,Coningsby,United Kingdom,9111
BEQ,Honington,Honington,United Kingdom,4436
WTN,Waddington,Waddington,United Kingdom,1328
KNF,Marham,Marham,United Kingdom,3437
MPN,Mount Pleasant,Mount Pleasant,Falkland Islands,8556
AMS,Schiphol,Amsterdam,Netherlands,4074
MST,Maastricht,Maastricht,Netherlands,1751
EIN,Eindhoven,Eindhoven,Netherlands,9700
GRQ,Eelde,Groningen,Netherlands,9170
DHR,De Kooy,De Kooy,Netherlands,1342
LWR,Leeuwarden,Leeuwarden,Netherlands,2422
RTM,Rotterdam,Rotterdam,Netherlands,1748
UTC,Soesterberg,Soesterberg,Netherlands,7347
ENS,Twenthe,Enschede,Netherlands,1396
LID,Valkenburg,Valkenburg,Netherlands,6767
WOE,Woensdrecht,Woensdrecht,Netherlands,7822
ORK,Cork,Cork,Ireland,4217
GWY,Galway,Galway,Ireland,5033
DUB,Dublin,Dublin,Ireland,1961
NOC,Ireland West Knock,Connaught,Ireland,3995
KIR,Kerry,Kerry,Ireland,6658
SNN,Shannon,Shannon,Ireland,6399
SXL,Sligo,Sligo,Ireland,5950
WAT,Waterford,Waterford,Ireland,2396
AAR,Aarhus,Aarhus,Denmark,7047
BLL,Billund,Billund,Denmark,7569
CPH,Kastrup,Copenhagen,Denmark,6838
EBJ,Esbjerg,Esbjerg,Denmark,8495
KRP,Karup,Karup,Denmark,879
ODE,Odense,Odense,Denmark,3574
RKE,Roskilde,Copenhagen,Denmark,5231
RNN,Bornholm Ronne,Ronne,Denmark,1712
SGD,Sonderborg,Soenderborg,Denmark,6370
SKS,Skrydstrup,Skrydstrup,Denmark,231
TED,Thisted,Thisted,Denmark,4833
FAE,Vagar,Vagar,Faroe Islands,3053
STA,Stauning,Stauning,Denmark,9690
AAL,Aalborg,Aalborg,Denmark,5812
LUX,Luxembourg,Luxemburg,Luxembourg,3320
AES,Vigra,Alesund,Norway,9804
ANX,Andenes,Andoya,Norway,9082
ALF,Alta,Alta,Norway,7161
BNN,Bronnoy,Bronnoysund,Norway,7890
BOO,Bodo,Bodo,Norway,1493
BGO,Flesland,Bergen,Norway,9069
BJF,Batsfjord,Batsfjord,Norway,932
KRS,Kjevik,Kristiansand,Norway,427
BDU,Bardufoss,Bardufoss,Norway,1287
EVE,Evenes,Harstad/Narvik,Norway,8146
VDB,Leirin,Fagernes,Norway,5645
FRO,Floro,Floro,Norway,9552
OSL,Gardermoen,Oslo,Norway,2696
HAU,Karmoy,Haugesund,Norway,8676
HAA,Hasvik,Hasvik,Norway,937
KSU,Kvernberget,Kristiansund,Norway,787
KKN,Hoybuktmoen,Kirkenes,Norway,7524
FAN,Lista,Farsund,Norway,5443
MOL,Aro,Molde,Norway,9450
MJF,Kjaerstad,Mosjoen,Norway,5017
LKL,Banak,Lakselv,Norway,7581
NTB,Notodden,Notodden,Norway,9844
OLA,Orland,Orland,Norway,2445
RRS,Roros,Roros,Norway,1577
RYG,Moss,Rygge,Norway,6518
LYR,Longyear,Svalbard,Norway,1495
SKE,Geiteryggen,Skien,Norway,2497
SRP,Sorstokken,Stord,Norway,1581
SSJ,Stokka,Sandnessjoen,Norway,7962
TOS,Langnes,Tromso,Norway,4006
TRF,Torp,Sandefjord,Norway,9706
TRD,Vaernes,Trondheim,Norway,9884
SVG,Sola,Stavanger,Norway,1028
GDN,Lech Walesa,Gdansk,Poland,3045
KRK,Balice,Krakow,Poland,5697
KTW,Pyrzowice,Katowice,Poland,3252
POZ,Lawica,Poznan,Poland,8853
RZE,Jasionka,Rzeszow,Poland,6712
SZZ,Goleniow,Szczecin,Poland,779
OSP,Redzikowo,Slupsk,Poland,1962
WAW,Okecie,Warsaw,Poland,1117
WRO,Strachowice,Wroclaw,Poland,8868
IEG,Babimost,Zielona Gora,Poland,5619
RNB,Ronneby,Ronneby,Sweden,3874
GOT,Landvetter,Gothenborg,Sweden,2780
JKG,Jonkoping,Joenkoeping,Sweden,4902
LDK,Lidkoping,Lidkoping,Sweden,4709
GSE,Save,Gothenborg,Sweden,958
KVB,Skovde,Skovde,Sweden,9483
THN,Trollhattan Vanersborg,Trollhattan,Sweden,418
KSK,Karlskoga,Karlskoga,Sweden,3880
MXX,Mora,Mora,Sweden,2816
NYO,Skavsta,Stockholm,Sweden,377
KID,Kristianstad,Kristianstad,Sweden,848
JLD,Landskrona,Landskrona,Sweden,1597
OSK,Oskarshamn,Oskarshamn,Sweden,2154
KLR,Kalmar,Kalkmar,Sweden,8319
MMX,Sturup,Malmoe,Sweden,2940
HAD,Halmstad,Halmstad,Sweden,3003
VXO,Kronoberg,Vaxjo,Sweden,1779
EVG,Sveg,Sveg,Sweden,3582
GEV,Gallivare,Gallivare,Sweden,778
HUV,Hudiksvall,Hudiksvall,Sweden,9105
KRF,Kramfors Solleftea,Kramfors,Sweden,588
LYC,Lycksele,Lycksele,Sweden,3199
SDL,Sundsvall Harnosand,Sundsvall,Sweden,4678
OER,Ornskoldsvik,Ornskoldsvik,Sweden,2535
KRN,Kiruna,Kiruna,Sweden,1314
SFT,Skelleftea,Skelleftea,Sweden,5682
UME,Umea,Umea,Sweden,621
VHM,Vilhelmina,Vilhelmina,Sweden,9739
AJR,Arvidsjaur,Arvidsjaur,Sweden,1817
ORB,Orebro,Orebro,Sweden,7602
VST,Vasteras,Vasteras,Sweden,4721
LLA,Kallax,Lulea,Sweden,3442
ARN,Arlanda,Stockholm,Sweden,1642
BMA,Bromma,Stockholm,Sweden,8440
BLE,Borlange,Borlange,Sweden,6492
HLF,Hultsfred,Hultsfred,Sweden,2408
GVX,Gavle,Gavle,Sweden,1098
LPI,Saab,Linkoeping,Sweden,9845
